2022-34-013,2022,34,13,社会の理解,重度訪問介護に関する次の記述のうち，適切なものを1つ選びなさい。,外出時における移動中の介護も含まれる。,知的障害者は対象にならない。,利用者が医療機関に入院した場合，医療機関で支援することはできない。,訪問看護の利用者は対象にならない。,障害が視覚障害のみの場合でも利用できる。,1,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-014,2022,34,14,社会の理解,「成年後見関係事件の概況（令和2年1月〜12月）」（最高裁判所事務総局家庭局）における，成年後見人等として活動している人が最も多い職種として，正しいものを1つ選びなさい。,行政書士,司法書士,社会保険労務士,精神保健福祉士,税理士,2,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-015,2022,34,15,社会の理解,保健所に関する次の記述のうち，正しいものを1つ選びなさい。,保健所の設置は，医療法によって定められている。,保健所は，全ての市町村に設置が義務づけられている。,保健所は，医療法人によって運営されている。,保健所の所長は，保健師でなければならない。,保健所は，結核（tuberculosis）などの感染症の予防や対策を行う。,5,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-016,2022,34,16,社会の理解,生活保護制度に関する次の記述のうち，最も適切なものを1つ選びなさい。,生活保護の給付方法には，金銭給付と現物給付がある。,生活保護の申請は，民生委員が行う。,生活保護法は，日本国憲法第13条にある幸福追求権の実現を目的としている。,生活保護を担当する職員は，社会福祉士の資格が必要である。,生活保護の費用は，国が全額を負担する。,1,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-017,2022,34,17,介護の基本,"Ｆさん（66歳，戸籍上の性別は男性，要介護3）は，性同一性障害であることを理由に施設利用を避けてきた。最近，数年前の脳卒中（stroke）の後遺症がひどくなり，一人暮らしが難しくなってきた。Ｆさんは，担当の訪問介護員（ホームヘルパー）に施設入所について，「性同一性障害でも施設に受け入れてもらえるでしょうか」と相談した。
訪問介護員（ホームヘルパー）の応答として，最も適切なものを1つ選びなさい。",「居室の表札は，通称名ではなく戸籍上の名前になります」,「多床室になる場合がありますよ」,「施設での生活で心配なことは何ですか」,「トイレや入浴については問題がありますね」,「同性による介護が原則です」,3,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-018,2022,34,18,介護の基本,利用者主体の考えに基づいた介護福祉職の対応に関する次の記述のうち，最も適切なものを1つ選びなさい。,1人で衣服を選ぶことが難しい利用者には，毎日の衣服を自分で選べるような,食べこぼしが多い利用者には，こぼさないように全介助する。,認知症（dementia）の利用者には，排泄の感覚があっても，定時に排泄の介護を,転倒しやすい利用者には，事故防止のため立ち上がらないように声をかける。,入浴が自立している利用者も，危険を避けるため個別浴ではなく集団での入,1,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-019,2022,34,19,介護の基本,利用者の自立支援に関する次の記述のうち，最も適切なものを1つ選びなさい。,利用者の最期の迎え方を決めるのは，家族である。,利用者が話しやすいように，愛称で呼ぶ。,利用者が自分でできないことは，できるまで見守る。,利用者の生活のスケジュールを決めるのは，介護福祉職である。,利用者の意見や希望を取り入れて介護を提供する。,5,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-020,2022,34,20,介護の基本,"Ｇさん（70歳，男性，要介護2）は，パーキンソン病（Parkinson disease）と診断されていて，外出するときは車いすを使用している。歩行が不安定なため，週2回通所リハビリテーションを利用している。Ｇさんは，1年前に妻が亡くなり，息子と二人暮らしである。Ｇさんは社交的な性格で地域住民との交流を望んでいるが，自宅周辺は坂道や段差が多くて移動が難しく，交流ができていない。
Ｇさんの状況をＩＣＦ（International Classification of Functioning, Disability and Health：国際生活機能分類）で考えた場合，参加制約の原因になっている環境因子として，最も適切なものを1つ選びなさい。",パーキンソン病（Parkinson disease）,不安定な歩行,息子と二人暮らし,自宅周辺の坂道や段差,車いす,4,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-021,2022,34,21,介護の基本,"Ｈさん（75歳，女性，要介護2）は，孫（17歳，男性，高校生）と自宅で二人暮らしをしている。Ｈさんは関節疾患（joint disease）があり，通所リハビリテーションの利用を開始した。介護福祉職が送迎時に孫から，「祖母は，日常生活が難しくなり，自分が食事を作るなどの機会が増え，家事や勉強への不安がある」と相談された。
介護福祉職の孫への対応として，最も適切なものを1つ選びなさい。",「今までお世話になったのですから，今度はＨさんを支えてください」,「家事が大変なら，Ｈさんに介護老人福祉施設の入所を勧めましょう」,「高校の先生や介護支援専門員（ケアマネジャー）に相談していきましょう」,「家でもリハビリテーションを一緒にしてください」,「近所の人に家事を手伝ってもらってください」,3,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-022,2022,34,22,介護の基本,介護保険制度のサービス担当者会議に関する次の記述のうち，最も適切なものを1つ選びなさい。,会議の招集は介護支援専門員（ケアマネジャー）の職務である。,利用者の自宅で開催することが義務づけられている。,月1回以上の頻度で開催することが義務づけられている。,サービス提供者の実践力の向上を目的とする。,利用者の氏名は匿名化される。,1,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-023,2022,34,23,介護の基本,社会資源に関する次の記述のうち，フォーマルサービスに該当するものとして，適切なものを1つ選びなさい。,一人暮らしの高齢者への見守りを行う地域住民,買物を手伝ってくれる家族,ゴミ拾いのボランティア活動を行う学生サークル,友人や知人と行う相互扶助の活動,介護の相談を受ける地域包括支援センター,5,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-024,2022,34,24,介護の基本,介護福祉士の職業倫理に関する次の記述のうち，最も適切なものを1つ選びなさい。,介護が必要な人を対象にしているため，地域住民との連携は不要である。,全ての人々が質の高い介護を受けることができるように，後継者を育成する。,利用者のためによいと考えた介護を画一的に実践する。,利用者に関する情報は，業務以外では公表してよい。,利用者の価値観よりも，介護福祉士の価値観を優先する。,2,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-025,2022,34,25,介護の基本,施設における利用者の個人情報の安全管理対策として，最も適切なものを1つ選びなさい。,介護福祉職が個人所有するスマートフォンの居室への持込みは制限しない。,不要な個人情報を破棄する場合は，万が一に備えて復元できるようにしておく。,利用者からの照会に速やかに応じるために，整理用のインデックス（index）は使,個人情報に関する苦情対応体制について，施設の掲示板等で利用者に周知徹底す,個人情報の盗難を防ぐために，職員の休憩室に監視カメラを設置する。,4,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-026,2022,34,26,介護の基本,訪問介護員（ホームヘルパー）が，利用者や家族からハラスメント（harassment）を受けたときの対応に関する次の記述のうち，最も適切なものを1つ選びなさい。,利用者に後ろから急に抱きつかれたが，黙って耐えた。,利用者から暴力を受けたので，「やめてください」と伝え，上司に相談した。,利用者が繰り返す性的な話を，苦痛だが笑顔で聞いた。,家族から暴言を受けたが，担当なのでそのまま利用者宅に通った。,家族からサービス外のことを頼まれて，断ったら怒鳴られたので実施した。,2,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-027,2022,34,27,コミュニケーション技術,介護福祉職が利用者とコミュニケーションをとるときの基本的な態度として，最も適切なものを1つ選びなさい。,上半身を少し利用者のほうへ傾けた姿勢で話を聞く。,利用者の正面に立って話し続ける。,腕を組んで話を聞く。,利用者の目を見つめ続ける。,緊張感が伝わるように，背筋を伸ばす。,1,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-028,2022,34,28,コミュニケーション技術,介護福祉職によるアサーティブ・コミュニケーション（assertive communication）として，最も適切なものを1つ選びなさい。,利用者の要求は，何も言わずにそのまま受け入れる。,利用者から苦情を言われたときは，沈黙して我慢する。,利用者を説得して介護福祉職の都合に合わせてもらう。,介護福祉職の提案に従うことが利用者の利益になると伝える。,利用者の思いを尊重しながら，介護福祉職の意見を率直に伝える。,5,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-029,2022,34,29,コミュニケーション技術,"次の事例を読んで，問題29，問題30について答えなさい。
〔事例〕
Ｊさん（75歳，男性）は先天性の全盲である。これまで自宅で自立した生活をしてきたが，最近，心身機能の衰えを感じて，有料老人ホームに入居した。施設での生活にまだ慣れていないので，移動は介護福祉職に誘導してもらっている。ある日，介護福祉職がＪさんを自室まで誘導したときに，「いつも手伝ってもらってすみません。なかなか場所を覚えられなくて。私はここでやっていけるでしょうか」と話してきた。
Ｊさんの発言への介護福祉職の共感的理解を示す対応として，最も適切なものを1つ選びなさい。",Ｊさんの発言にうなずく。,Ｊさんの発言のあと沈黙する。,Ｊさんの話の内容を短くまとめて伝える。,Ｊさんの立場に立って感情を推し測り，言葉で表現して伝える。,Ｊさんの気持ちが前向きになるように，励ましの言葉を伝える。,4,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-030,2022,34,30,コミュニケーション技術,"次の事例を読んで，問題29，問題30について答えなさい。
〔事例〕
Ｊさん（75歳，男性）は先天性の全盲である。これまで自宅で自立した生活をしてきたが，最近，心身機能の衰えを感じて，有料老人ホームに入居した。施設での生活にまだ慣れていないので，移動は介護福祉職に誘導してもらっている。ある日，介護福祉職がＪさんを自室まで誘導したときに，「いつも手伝ってもらってすみません。なかなか場所を覚えられなくて。私はここでやっていけるでしょうか」と話してきた。
Ｊさんの不安な気持ちを軽くするための介護福祉職の対応として，最も適切なものを1つ選びなさい。",いきなり声をかけると驚くので，肩にふれてから挨拶をする。,誘導時の声かけは歩行の妨げになるので，最小限にする。,角を曲がるときには，「こちらに」と方向を伝える。,トイレや食堂などを，一緒に歩きながら確認する。,食堂の座席は，Ｊさんの好きなところに座るように伝える。,4,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-031,2022,34,31,コミュニケーション技術,"次の事例を読んで，問題31，問題32について答えなさい。
〔事例〕
Ｋさん（83歳，女性，要介護3）は，10年前の脳出血（cerebral hemorrhage）による後遺症で高次脳機能障害（higher brain dysfunction）がある。感情のコントロールが難しく，興奮すると大声をあげて怒りだす。現在は，訪問介護（ホームヘルプサービス）を利用しながら，自宅で長男（60歳）と二人暮らしをしている。長男は，会社を3年前に早期退職し，Ｋさんの介護に専念してきた。顔色が悪く，介護による疲労を訴えているが，「介護を続けて，母を自宅で看取りたい」と強く希望している。別居している長女は，長男の様子を心配して，「母親の施設入所の手続きを進めたい」という意向を示している。
訪問介護員（ホームヘルパー）が，興奮しているときのＫさんとコミュニケーションをとるための方法として，最も適切なものを1つ選びなさい。",興奮している理由を詳しく聞く。,興奮することはよくないと説明する。,冷静になるように説得する。,事前に作成しておいた日課表に沿って活動してもらう。,場所を移動して話題を変える。,5,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-032,2022,34,32,コミュニケーション技術,"次の事例を読んで，問題31，問題32について答えなさい。
〔事例〕
Ｋさん（83歳，女性，要介護3）は，10年前の脳出血（cerebral hemorrhage）による後遺症で高次脳機能障害（higher brain dysfunction）がある。感情のコントロールが難しく，興奮すると大声をあげて怒りだす。現在は，訪問介護（ホームヘルプサービス）を利用しながら，自宅で長男（60歳）と二人暮らしをしている。長男は，会社を3年前に早期退職し，Ｋさんの介護に専念してきた。顔色が悪く，介護による疲労を訴えているが，「介護を続けて，母を自宅で看取りたい」と強く希望している。別居している長女は，長男の様子を心配して，「母親の施設入所の手続きを進めたい」という意向を示している。
長男に対する訪問介護員（ホームヘルパー）の対応として，最も適切なものを1つ選びなさい。",長男自身の意向を変える必要はないと励ます。,Ｋさん本人の意向が不明なため，長男の希望は通らないと伝える。,これまでの介護をねぎらい，自宅での看取りを希望する理由を尋ねる。,自宅での生活を継続するのは限界だと説明する。,長女の言うように，施設入所の手続きを進めることが正しいと伝える。,3,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-033,2022,34,33,コミュニケーション技術,利用者の家族から苦情があったときの上司への報告に関する次の記述のうち，最も適切なものを1つ選びなさい。,苦情の内容について，時間をかけて詳しく口頭で報告した。,すぐに口頭で概要を報告してから，文書を作成して報告した。,結論を伝えることを重視して，「いつもの苦情です」とすぐに報告した。,上司が忙しそうだったので，同僚に伝えた。,自分の気持ちが落ち着いてから，翌日に報告した。,2,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-034,2022,34,34,コミュニケーション技術,利用者の自宅で行うケアカンファレンス（care conference）に関する次の記述のうち，最も適切なものを1つ選びなさい。,検討する内容は，インフォーマルなサポートに限定する。,介護福祉職の行った介護に対する批判を中心に進める。,利用者本人の参加を促し，利用者の意向をケア方針に反映させる。,意見が分かれたときは，多数決で決定する。,対立を避けるために，他の専門職の意見には反論しない。,3,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-035,2022,34,35,生活支援技術,老化に伴う機能低下のある高齢者の住まいに関する次の記述のうち，最も適切なものを1つ選びなさい。,寝室はトイレに近い場所が望ましい。,寝室は玄関と別の階にする。,夜間の騒音レベルは80 dB 以下になるようにする。,ベッドは照明の真下に配置する。,壁紙と手すりは同色にするのが望ましい。,1,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-036,2022,34,36,生活支援技術,"Ｌさん（25歳，男性）は，第7胸髄節（Th7）を損傷したが，現在，状態は安定していて，車いすを利用すれば1人で日常生活ができるようになった。図はＬさんの自宅の浴室であり，必要な手すりは既に設置されている。
Ｌさんが1人で浴槽に入るための福祉用具として，最も適切なものを1つ選びなさい。",段差解消機,ストレッチャー,すべり止めマット,四点歩行器,移乗台,5,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-037,2022,34,37,生活支援技術,耳の清潔に関する介護福祉職の対応として，最も適切なものを1つ選びなさい。,耳垢の状態を観察した。,綿棒を外耳道の入口から3 cm 程度挿入した。,耳介を上前方に軽く引きながら，耳垢を除去した。,蒸しタオルで耳垢塞栓を柔らかくして除去した。,耳かきを使用して，耳垢を毎日除去した。,1,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
2022-34-038,2022,34,38,生活支援技術,歯ブラシを使用した口腔ケアに関する次の記述のうち，最も適切なものを1つ選びなさい。,歯ブラシの毛は硬いものを勧める。,強い力で磨く。,歯と歯肉の境目のブラッシングは避ける。,歯ブラシを小刻みに動かしながら磨く。,使用後の歯ブラシは，柄の部分を上にしてコップに入れて保管する。,4,,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: https://drive.google.com/file/d/19u-KY0W0vdr8v-XjaISklvRwSv66XrdR/view; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,true
